label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	tool
0.03	0.03	8346040	24132200000	2034780	4285020	0.660755	0.999916	0.803986	0.999822	0.803986	0.999738	0.728734	0.725368	195.9243	00:03:15	1252.38	1397.02	1248.63	1249.19	112.5	4.18	0	soil	NA	NA	26	de_novo	NA	mothur
0.03	0.03	8318580	24132300000	1988730	4312490	0.65858	0.999918	0.807056	0.999821	0.807056	0.999739	0.728922	0.725298	234.4337	00:03:54	1252.39	1396	1248.64	1249.23	0	0.06	0	soil	NA	NA	27	de_novo	NA	mothur
0.03	0.03	8268140	24132400000	1915120	4362920	0.654588	0.999921	0.811935	0.999819	0.811935	0.99974	0.728903	0.72482	215.7392	00:03:35	1252.38	1396	1248.71	1249.25	532.53	0.06	0	soil	NA	NA	28	de_novo	NA	mothur
0.03	0.03	8382140	24132200000	2087310	4248930	0.663613	0.999914	0.800629	0.999824	0.800629	0.999738	0.728781	0.72571	193.0785	00:03:13	1252.38	1396	1248.63	1249.33	5.72	0.05	0	soil	NA	NA	29	de_novo	NA	mothur
0.03	0.03	8276000	24132300000	1923990	4355060	0.65521	0.99992	0.811373	0.99982	0.811373	0.99974	0.728997	0.724978	201.7845	00:03:21	1252.41	1396	1248.71	1249.61	533.62	0.64	0	soil	NA	NA	30	de_novo	NA	mothur
0.03	0.03	8323280	24132300000	1979800	4307780	0.658953	0.999918	0.807844	0.999822	0.807844	0.99974	0.729484	0.725842	228.735	00:03:48	1252.38	1397.02	1248.71	1249.56	9.33	4.2	0	soil	NA	NA	31	de_novo	NA	mothur
0.03	0.03	8297880	24132300000	1960440	4333190	0.656942	0.999919	0.808893	0.99982	0.808893	0.999739	0.728843	0.725042	174.6713	00:02:54	1252.38	1396	1248.71	1249.65	534.29	0.05	0	soil	NA	NA	32	de_novo	NA	mothur
0.03	0.03	7809480	24132600000	1650870	4821590	0.618275	0.999932	0.825496	0.9998	0.825496	0.999732	0.714285	0.707014	190.5357	00:03:10	1252.38	1396	1248.71	1249.15	526.75	0.06	0	soil	NA	NA	33	de_novo	NA	mothur
0.03	0.03	8310270	24132300000	1969420	4320800	0.657923	0.999918	0.808416	0.999821	0.808416	0.99974	0.729172	0.725447	369.4203	00:06:09	1252.38	1396	1249.86	1250.28	0	0.07	0	soil	NA	NA	34	de_novo	NA	mothur
0.03	0.03	8273740	24132400000	1913040	4357330	0.655031	0.999921	0.812203	0.999819	0.812203	0.99974	0.729271	0.725199	219.9945	00:03:39	1252.38	1396	1248.64	1249.1	528.63	0.06	0	soil	NA	NA	35	de_novo	NA	mothur
0.03	0.03	8328870	24132300000	1988560	4302200	0.659396	0.999918	0.807262	0.999822	0.807262	0.999739	0.729466	0.725875	196.3339	00:03:16	1252.38	1397.02	1248.63	1249.22	5.2	4.2	0	soil	NA	NA	36	de_novo	NA	mothur
0.03	0.03	8317500	24132300000	1974540	4313560	0.658496	0.999918	0.808149	0.999821	0.808149	0.99974	0.729369	0.725687	216.1516	00:03:36	1252.38	1396	1248.71	1249.55	539.49	0.06	0	soil	NA	NA	37	de_novo	NA	mothur
0.03	0.03	8301210	24132300000	1956080	4329860	0.657206	0.999919	0.809299	0.999821	0.809299	0.99974	0.729172	0.725365	191.8719	00:03:11	1252.38	1396	1248.63	1249.2	15.76	0.05	0	soil	NA	NA	38	de_novo	NA	mothur
0.03	0.03	8647350	24131600000	2648320	3983720	0.684609	0.99989	0.765545	0.999835	0.765545	0.999725	0.723811	0.722819	175.2206	00:02:55	1252.38	1396	1249.91	1250.3	0	0.07	0	soil	NA	NA	39	de_novo	NA	mothur
0.03	0.03	8320010	24132300000	1985880	4311060	0.658694	0.999918	0.807306	0.999821	0.807306	0.999739	0.729098	0.725468	184.0719	00:03:04	1252.39	1396	1248.64	1249.11	3.29	0.05	0	soil	NA	NA	40	de_novo	NA	mothur
0.03	0.03	8289540	24132300000	1943570	4341530	0.656282	0.999919	0.810071	0.99982	0.810071	0.99974	0.729007	0.725112	173.5709	00:02:53	1252.38	1396	1248.7	1249.36	525.57	0.05	0	soil	NA	NA	41	de_novo	NA	mothur
0.03	0.03	8319140	24132300000	1987620	4311920	0.658625	0.999918	0.807153	0.999821	0.807153	0.999739	0.728991	0.725364	223.2101	00:03:43	1252.39	1396	1248.71	1249.62	526.75	0.05	0	soil	NA	NA	42	de_novo	NA	mothur
0.03	0.03	8390310	24132200000	2094650	4240750	0.66426	0.999913	0.800223	0.999824	0.800223	0.999738	0.728952	0.72593	174.9472	00:02:54	1252.38	1396	1248.63	1249.26	26.54	0.05	0	soil	NA	NA	43	de_novo	NA	mothur
0.03	0.03	8192210	24132100000	2120330	4438860	0.648576	0.999912	0.794393	0.999816	0.794393	0.999728	0.71766	0.714117	193.6471	00:03:13	1252.39	1396	1248.64	1249.2	57.92	0.05	0	soil	NA	NA	44	de_novo	NA	mothur
0.03	0.03	8260550	24132400000	1909520	4370520	0.653987	0.999921	0.812241	0.999819	0.812241	0.99974	0.728706	0.724573	205.4375	00:03:25	1252.37	1396	1249.84	1250.08	539.49	0.05	0	soil	NA	NA	45	de_novo	NA	mothur
0.03	0.03	8332390	24132300000	2001330	4298680	0.659674	0.999917	0.80633	0.999822	0.80633	0.999739	0.729199	0.725667	219.3893	00:03:39	1252.39	1396	1248.64	1249.1	472.68	0.07	0	soil	NA	NA	46	de_novo	NA	mothur
0.03	0.03	8319100	24132300000	1982560	4311960	0.658622	0.999918	0.80755	0.999821	0.80755	0.999739	0.729168	0.725522	182.4792	00:03:02	1252.38	1396	1249.91	1250.1	539.62	0.05	0	soil	NA	NA	47	de_novo	NA	mothur
0.03	0.03	8386870	24132200000	2086840	4244200	0.663987	0.999914	0.800755	0.999824	0.800755	0.999738	0.729044	0.725986	173.0077	00:02:53	1252.38	1396	1248.63	1249.5	526.75	0.05	0	soil	NA	NA	48	de_novo	NA	mothur
0.03	0.03	8290270	24132300000	1942130	4340800	0.65634	0.99992	0.810198	0.99982	0.810198	0.99974	0.729097	0.725198	225.3602	00:03:45	1252.38	1396	1248.7	1249.51	526.75	0.07	0	soil	NA	NA	49	de_novo	NA	mothur
0.03	0.03	8303400	24132300000	1967740	4327660	0.657379	0.999918	0.808421	0.999821	0.808421	0.999739	0.728873	0.725118	191.628	00:03:11	1252.38	1396	1248.71	1249.57	535.62	0.05	0	soil	NA	NA	50	de_novo	NA	mothur
0.03	0.03	8390220	24132200000	2090760	4240850	0.664253	0.999913	0.800519	0.999824	0.800519	0.999738	0.729082	0.726047	206.5575	00:03:26	1252.38	1396	1248.71	1249.3	0	0.07	0	soil	NA	NA	51	de_novo	NA	mothur
0.03	0.03	8273690	24132400000	1915150	4357380	0.655027	0.999921	0.812034	0.999819	0.812034	0.99974	0.729193	0.725129	192.3199	00:03:12	1252.38	1396	1248.63	1249.2	4.15	0.05	0	soil	NA	NA	52	de_novo	NA	mothur
0.03	0.03	8336830	24132300000	2007600	4294240	0.660026	0.999917	0.805924	0.999822	0.805924	0.999739	0.729209	0.725715	175.94	00:02:55	1252.38	1396	1249.8	1250.11	0	0.05	0	soil	NA	NA	53	de_novo	NA	mothur
0.03	0.03	8321310	24132300000	1986830	4309760	0.658797	0.999918	0.807256	0.999821	0.807256	0.999739	0.729132	0.72551	195.7713	00:03:15	1252.39	1397.02	1248.64	1249.18	529.05	4.18	0	soil	NA	NA	54	de_novo	NA	mothur
0.03	0.03	8310850	24132300000	1963230	4320220	0.657969	0.999919	0.808915	0.999821	0.808915	0.99974	0.729423	0.725676	185.1166	00:03:05	1252.38	1396	1248.71	1249.28	0	0.06	0	soil	NA	NA	55	de_novo	NA	mothur
0.03	0.03	8325770	24132300000	1991720	4305300	0.65915	0.999917	0.806957	0.999822	0.806957	0.999739	0.729193	0.725603	189.859	00:03:09	1252.39	1396	1248.64	1249.27	0	0.06	0	soil	NA	NA	56	de_novo	NA	mothur
0.03	0.03	8335070	24132300000	2003960	4296000	0.659886	0.999917	0.806175	0.999822	0.806175	0.999739	0.729246	0.725732	210.9341	00:03:30	1252.38	1396	1248.63	1249.64	0	0.05	0	soil	NA	NA	57	de_novo	NA	mothur
0.03	0.03	8269420	24132400000	1916020	4361640	0.654689	0.999921	0.811887	0.999819	0.811887	0.99974	0.728938	0.724863	217.795	00:03:37	1252.38	1396	1248.71	1249.24	0	0.07	0	soil	NA	NA	58	de_novo	NA	mothur
0.03	0.03	8217550	24132100000	2167480	4413520	0.650582	0.99991	0.791288	0.999817	0.791288	0.999727	0.717362	0.71407	175.6108	00:02:55	1252.38	1396	1248.64	1249.5	0	0.06	0	soil	NA	NA	59	de_novo	NA	mothur
0.03	0.03	8279820	24132300000	1930250	4351250	0.655512	0.99992	0.810947	0.99982	0.810947	0.99974	0.728973	0.724992	176.0943	00:02:56	1252.38	1396	1248.63	1249.11	378.59	0.05	0	soil	NA	NA	60	de_novo	NA	mothur
0.03	0.03	8326570	24132300000	2011110	4304490	0.659214	0.999917	0.805458	0.999822	0.805458	0.999738	0.728549	0.725035	193.2989	00:03:13	1252.39	1396	1248.64	1249.52	0	0.06	0	soil	NA	NA	61	de_novo	NA	mothur
0.03	0.03	8316760	24132300000	1977530	4314310	0.658437	0.999918	0.8079	0.999821	0.8079	0.999739	0.729224	0.725551	174.2886	00:02:54	1252.38	1396	1249.86	1250.15	531.92	0.05	0	soil	NA	NA	62	de_novo	NA	mothur
0.03	0.03	8338920	24132300000	2011470	4292150	0.660191	0.999917	0.805662	0.999822	0.805662	0.999739	0.729182	0.725708	200.2288	00:03:20	1252.39	1397.02	1248.64	1249.14	52.5	4.2	0	soil	NA	NA	63	de_novo	NA	mothur
0.03	0.03	8328550	24132300000	1994650	4302520	0.65937	0.999917	0.80678	0.999822	0.80678	0.999739	0.729234	0.725664	194.9189	00:03:14	1252.39	1396	1248.72	1249.55	532.94	0.05	0	soil	NA	NA	64	de_novo	NA	mothur
0.03	0.03	8309690	24132300000	1964830	4321380	0.657877	0.999919	0.808767	0.999821	0.808767	0.99974	0.729305	0.72556	212.0347	00:03:32	1252.38	1396	1248.63	1249.22	526.43	0.07	0	soil	NA	NA	65	de_novo	NA	mothur
0.03	0.03	8315320	24132300000	1976230	4315750	0.658323	0.999918	0.807976	0.999821	0.807976	0.999739	0.729195	0.725512	229.5595	00:03:49	1252.39	1397.02	1248.71	1249.31	526.75	4.2	0	soil	NA	NA	66	de_novo	NA	mothur
0.03	0.03	8340380	24132300000	2014850	4290680	0.660307	0.999917	0.805427	0.999822	0.805427	0.999739	0.729139	0.725683	269.465	00:04:29	1252.38	1396	1248.63	1249.22	59.07	0.07	0	soil	NA	NA	67	de_novo	NA	mothur
0.03	0.03	8285510	24132300000	1939140	4345560	0.655963	0.99992	0.810346	0.99982	0.810346	0.99974	0.728954	0.725027	205.8027	00:03:25	1252.38	1396	1248.64	1249.54	530.54	0.06	0	soil	NA	NA	68	de_novo	NA	mothur
0.03	0.03	8380940	24132200000	2085460	4250130	0.663518	0.999914	0.800747	0.999824	0.800747	0.999738	0.728783	0.725702	172.8714	00:02:52	1252.38	1396	1248.71	1249.54	0	0.05	0	soil	NA	NA	69	de_novo	NA	mothur
0.03	0.03	8171000	24132200000	2087820	4460070	0.64689700000000006	0.999913	0.796485	0.999815	0.796485	0.999729	0.717673	0.713939	177.2587	00:02:57	1252.38	1396	1248.71	1249.2	533.87	0.05	0	soil	NA	NA	70	de_novo	NA	mothur
0.03	0.03	8314930	24132300000	1979830	4316140	0.658292	0.999918	0.807686	0.999821	0.807686	0.999739	0.729047	0.725377	191.0463	00:03:11	1252.38	1396	1249.86	1250.31	539.78	0.05	0	soil	NA	NA	71	de_novo	NA	mothur
0.03	0.03	8318160	24132300000	1977130	4312910	0.658548	0.999918	0.807958	0.999821	0.807958	0.99974	0.729311	0.725642	174.4775	00:02:54	1252.39	1396	1248.71	1249.25	519.87	0.05	0	soil	NA	NA	72	de_novo	NA	mothur
0.03	0.03	8326170	24132300000	1998200	4304900	0.659182	0.999917	0.806458	0.999822	0.806458	0.999739	0.728984	0.72542	192.3927	00:03:12	1252.38	1396	1249.91	1250.19	539.78	0.05	0	soil	NA	NA	73	de_novo	NA	mothur
0.03	0.03	8328420	24132300000	1988970	4302650	0.65936	0.999918	0.807222	0.999822	0.807222	0.999739	0.729428	0.725837	211.8624	00:03:31	1252.38	1396	1249.89	1250.3	539.78	0.06	0	soil	NA	NA	74	de_novo	NA	mothur
0.03	0.03	8393640	24132200000	2098300	4237430	0.664523	0.999913	0.800008	0.999824	0.800008	0.999738	0.728998	0.725999	200.1875	00:03:20	1252.38	1397.02	1248.71	1249.38	526.75	4.19	0	soil	NA	NA	75	de_novo	NA	mothur
0.03	0.03	8377040	24132200000	2078810	4254030	0.663209	0.999914	0.801182	0.999824	0.801182	0.999738	0.728811	0.725696	262.6591	00:04:22	1252.39	1397.02	1249.8	1249.99	539.63	4.2	0	soil	NA	NA	76	de_novo	NA	mothur
0.03	0.03	8274780	24132300000	1922950	4356280	0.655114	0.99992	0.811434	0.99982	0.811434	0.99974	0.728971	0.724943	172.7927	00:02:52	1252.38	1396	1248.71	1249.48	532.33	0.05	0	soil	NA	NA	77	de_novo	NA	mothur
0.03	0.03	8269350	24132400000	1909630	4361720	0.654683	0.999921	0.812394	0.999819	0.812394	0.99974	0.729163	0.725062	174.8989	00:02:54	1252.38	1396	1248.71	1249.64	533.86	0.05	0	soil	NA	NA	78	de_novo	NA	mothur
0.03	0.03	8313990	24132300000	1976740	4317080	0.658218	0.999918	0.807911	0.999821	0.807911	0.999739	0.729107	0.725422	212.9646	00:03:32	1252.38	1396	1248.71	1249.53	491.06	0.06	0	soil	NA	NA	79	de_novo	NA	mothur
0.03	0.03	8313560	24132300000	1977010	4317510	0.658184	0.999918	0.807881	0.999821	0.807881	0.999739	0.729075	0.72539	195.3548	00:03:15	1252.38	1396	1248.63	1249.09	31.24	0.05	0	soil	NA	NA	80	de_novo	NA	mothur
0.03	0.03	8253160	24132400000	1898830	4377910	0.653402	0.999921	0.81296	0.999819	0.81296	0.99974	0.728702	0.7245	221.8273	00:03:41	1252.39	1396	1248.64	1249.24	507.56	0.06	0	soil	NA	NA	81	de_novo	NA	mothur
0.03	0.03	8275110	24132400000	1917440	4355960	0.655139	0.999921	0.811878	0.99982	0.811878	0.99974	0.729185	0.725136	175.0959	00:02:55	1252.38	1396	1248.71	1249.49	0	0.05	0	soil	NA	NA	82	de_novo	NA	mothur
0.03	0.03	8333410	24132300000	2007610	4297660	0.659755	0.999917	0.80586	0.999822	0.80586	0.999739	0.72903	0.725525	220.297	00:03:40	1252.38	1396	1249.89	1250.35	526.75	0.06	0	soil	NA	NA	83	de_novo	NA	mothur
0.03	0.03	8318310	24132300000	1994940	4312760	0.65856	0.999917	0.806565	0.999821	0.806565	0.999739	0.728689	0.725087	213.3224	00:03:33	1252.39	1396	1249.86	1250.25	3.8	0.07	0	soil	NA	NA	84	de_novo	NA	mothur
0.03	0.03	8315210	24132300000	1972170	4315860	0.658314	0.999918	0.808293	0.999821	0.808293	0.99974	0.729333	0.725635	194.5926	00:03:14	1252.38	1396	1248.63	1249.23	268.08	0.05	0	soil	NA	NA	85	de_novo	NA	mothur
0.03	0.03	8325860	24132300000	2003020	4305200	0.659158	0.999917	0.806076	0.999822	0.806076	0.999739	0.728798	0.725251	172.1984	00:02:52	1252.39	1396	1249.92	1250.2	0	0.06	0	soil	NA	NA	86	de_novo	NA	mothur
0.03	0.03	8322420	24132300000	1991670	4308650	0.658885	0.999917	0.806898	0.999821	0.806898	0.999739	0.729019	0.725418	221.3761	00:03:41	1252.38	1396	1248.63	1249.09	4.63	0.06	0	soil	NA	NA	87	de_novo	NA	mothur
0.03	0.03	8321800	24132300000	1985290	4309260	0.658836	0.999918	0.807386	0.999821	0.807386	0.999739	0.729213	0.725586	190.7237	00:03:10	1252.38	1396	1248.71	1249.38	531.47	0.05	0	soil	NA	NA	88	de_novo	NA	mothur
0.03	0.03	8319560	24132300000	1977500	4311510	0.658658	0.999918	0.807955	0.999821	0.807955	0.99974	0.729371	0.725708	171.975	00:02:51	1252.39	1396	1249.96	1250.41	531.59	0.05	0	soil	NA	NA	89	de_novo	NA	mothur
0.03	0.03	8296630	24132300000	1959600	4334440	0.656843	0.999919	0.808936	0.99982	0.808936	0.999739	0.728808	0.724999	180.6289	00:03:00	1252.38	1396	1248.63	1249.11	425.53	0.05	0	soil	NA	NA	90	de_novo	NA	mothur
0.03	0.03	8324850	24132300000	1992120	4306220	0.659077	0.999917	0.806909	0.999822	0.806909	0.999739	0.72913	0.725539	205.0862	00:03:25	1252.38	1396	1248.63	1249.09	512.53	0.06	0	soil	NA	NA	91	de_novo	NA	mothur
0.03	0.03	8256690	24132400000	1902360	4374380	0.653681	0.999921	0.812742	0.999819	0.812742	0.99974	0.72876	0.724585	192.3119	00:03:12	1252.38	1396	1248.63	1249.09	9.44	0.05	0	soil	NA	NA	92	de_novo	NA	mothur
0.03	0.03	8277910	24132300000	1919130	4353160	0.655361	0.99992	0.811795	0.99982	0.811795	0.99974	0.729271	0.725238	187.1845	00:03:07	1252.39	1396	1248.71	1249.58	539.49	0.05	0	soil	NA	NA	93	de_novo	NA	mothur
0.03	0.03	8274380	24132300000	1921890	4356690	0.655081	0.99992	0.81151	0.999819	0.81151	0.99974	0.728987	0.724953	204.9959	00:03:24	1252.39	1396	1248.64	1249.09	19.52	0.05	0	soil	NA	NA	94	de_novo	NA	mothur
0.03	0.03	8296590	24132300000	1965750	4334480	0.65684	0.999919	0.80845	0.99982	0.80845	0.999739	0.728587	0.724802	191.9058	00:03:11	1252.39	1396	1248.71	1249.26	532.52	0.05	0	soil	NA	NA	95	de_novo	NA	mothur
0.03	0.03	8286800	24132300000	1938760	4344260	0.656065	0.99992	0.810401	0.99982	0.810401	0.99974	0.729035	0.725112	191.1503	00:03:11	1252.38	1396	1248.63	1249.17	26.23	0.05	0	soil	NA	NA	96	de_novo	NA	mothur
0.03	0.03	8337660	24132300000	2007360	4293410	0.660091	0.999917	0.805959	0.999822	0.805959	0.999739	0.729261	0.725768	173.52	00:02:53	1252.39	1396	1248.64	1249.44	0	0.05	0	soil	NA	NA	97	de_novo	NA	mothur
0.03	0.03	8284090	24132300000	1930830	4346980	0.655851	0.99992	0.810979	0.99982	0.810979	0.99974	0.729176	0.725212	192.6457	00:03:12	1252.38	1396	1248.71	1249.34	526.75	0.05	0	soil	NA	NA	98	de_novo	NA	mothur
0.03	0.03	8326050	24132300000	1995370	4305020	0.659172	0.999917	0.806677	0.999822	0.806677	0.999739	0.729078	0.725503	252.875	00:04:12	1252.38	1396	1248.71	1249.53	19.19	0.07	0	soil	NA	NA	99	de_novo	NA	mothur
0.03	0.03	8274520	24132300000	1924500	4356550	0.655093	0.99992	0.811306	0.99982	0.811306	0.99974	0.728902	0.724879	211.0279	00:03:31	1252.39	1396	1249.92	1250.19	539.78	0.06	0	soil	NA	NA	100	de_novo	NA	mothur
