seq	abundance	similarity
SRR2143756.50769	1	1253
SRR2143597.67736	1	128
SRR2143578.35256	1	3387
SRR2144100.36828	1	86
SRR2143598.55729	2	598
SRR2143983.16903	3	280
SRR2143902.36468	1	88
SRR2143582.298	1	115
SRR2143833.43352	1	424
SRR2144001.19945	1	633
SRR2143858.17485	1	105
SRR2144112.54393	1	112
SRR2143681.4927	23	165
SRR2144017.2131	1	502
SRR2143922.7244	1	144
SRR2144130.11761	1	438
SRR2144097.3935	2	22
SRR2143736.78108	1	1159
SRR2143978.114285	12	1536
SRR2143861.47042	1	506
SRR2143826.32564	5	2775
SRR2143720.1927	2	428
SRR2143564.9279	1	63
SRR2143753.15371	2	545
SRR2143984.19394	1	153
SRR2143969.45309	1	0
SRR2143765.133	8	374
SRR2143680.33160	7	71
SRR2143608.1602	2	132
SRR2143756.5915	1	91
SRR2143950.71996	2	112
SRR2143687.26804	2	14
SRR2143780.8537	3	83
SRR2143949.14922	1	151
SRR2144015.58532	1	152
SRR2143592.14022	1	82
SRR2143823.139421	2	436
SRR2143731.21740	1	469
SRR2143615.16744	50	1205
SRR2143657.600	4	216
SRR2143712.6126	31	147
SRR2143654.15775	1	16
SRR2143847.13814	1	2590
SRR2144102.26860	1	1078
SRR2143960.7262	2	21
SRR2143783.11520	1	802
SRR2143884.20363	1	205
SRR2143939.25709	1	168
SRR2143647.23698	1	1366
SRR2143988.13498	1	113
SRR2143857.31380	2	94
SRR2143895.23447	1	259
SRR2143796.10082	3	186
SRR2143974.66746	1	521
SRR2143636.15590	1	677
SRR2143584.20179	9	3
SRR2143973.41622	1	24
SRR2143541.1546	1	2085
SRR2143767.42002	1	1098
SRR2143854.35308	1	1378
SRR2143993.149181	1	985
SRR2143853.22770	1	1082
SRR2143673.27917	1	2
SRR2143859.20433	1	2208
SRR2143586.3310	37	12
SRR2143559.27171	1	9
SRR2143773.31294	19	5
SRR2143784.15901	1	95
SRR2143966.9436	4	902
SRR2143897.647	1	1015
SRR2143744.10051	1	1059
SRR2143692.124426	1	29
SRR2144036.41726	2	3
SRR2143573.60204	1	63
SRR2143999.8938	1	253
SRR2143893.11369	1	280
SRR2143944.30003	1	2016
SRR2143592.18583	10	637
SRR2144030.44088	1	946
SRR2144010.5019	1	6
SRR2143619.14979	1	2387
SRR2143526.38684	5	28
SRR2143572.29246	1	5
SRR2143823.457927	2	1
SRR2143823.204125	2	280
SRR2143581.13798	1	122
SRR2143981.16154	1	78
SRR2144018.35744	1	467
SRR2144090.12397	1	762
SRR2144120.18289	1	505
SRR2143993.79415	1	1124
SRR2143740.14088	1	242
SRR2143861.34467	1	95
SRR2143679.147719	2	46
SRR2143862.98827	1	282
SRR2143521.17544	1	70
SRR2143889.102927	2	134
SRR2143810.11741	7646	128
SRR2143666.32222	1	132
SRR2143791.15248	1	1081
SRR2143999.33833	1	48
SRR2144128.17530	1	2387
SRR2143986.100823	1	53
SRR2143823.546245	2	81
SRR2143667.4795	2	255
SRR2144103.27400	1	12
SRR2143884.975	1	271
SRR2143774.9614	1	73
SRR2143961.28885	2	94
SRR2144027.1772	1	37
SRR2144033.14762	2	15
SRR2143799.21906	88	165
SRR2143578.72920	1	81
SRR2144102.61433	1	3528
SRR2144006.17805	3	11
SRR2143821.45961	1	1596
SRR2143547.68318	1	3329
SRR2143977.25717	28	585
SRR2143821.122326	7	362
SRR2143800.25010	11	219
SRR2143795.23578	1	74
SRR2143881.17904	2	444
SRR2143823.371863	2	1
SRR2143818.70794	4	69
SRR2143614.81175	1	237
SRR2144014.16187	2	23
SRR2143731.6911	3	423
SRR2143640.25671	2	1013
SRR2143772.35231	1	345
SRR2143973.5028	1	206
SRR2144113.108041	1	25
SRR2143542.8675	3	12
SRR2143912.16202	1	116
SRR2143794.11015	3	790
SRR2143691.54389	2	586
SRR2143902.62202	10	34
SRR2143766.40698	1	1910
SRR2143925.15957	1	590
SRR2143947.64901	1	13
SRR2143824.25281	2	221
SRR2143684.7457	1	2217
SRR2144074.47034	2	3
SRR2143925.10480	1	110
SRR2143944.13532	1	564
SRR2143823.347977	1	455
SRR2143669.221042	1	1069
SRR2143702.7444	1	293
SRR2143592.14024	1	102
SRR2143646.25431	1	20
SRR2143978.25720	1	2111
SRR2143963.9708	1	282
SRR2143756.49618	1	109
SRR2143617.23132	1	138
SRR2143983.8112	1	234
SRR2143630.41811	2	58
SRR2143619.44295	1	1480
SRR2143824.17094	3	187
SRR2144098.110946	1	1924
SRR2143911.6906	1	5
SRR2143824.32690	4	2795
SRR2143943.34679	22	3179
SRR2144016.23272	2	98
SRR2143585.1144	5	199
SRR2143563.28567	1	174
SRR2143765.9021	5	604
SRR2143823.90455	1	1506
SRR2143800.55749	3	1580
SRR2143811.66348	3	17
SRR2144130.20281	1	167
SRR2143660.7629	1	1524
SRR2143691.112065	1	1235
SRR2143717.38808	1	36
SRR2143597.1990	1	15
SRR2144108.6592	2	214
SRR2143861.17008	1	85
SRR2143601.30327	48	4
SRR2144020.34577	1	2267
SRR2143597.42935	1	135
SRR2143568.371	65	242
SRR2144092.71640	1	74
SRR2143614.16187	2	5
SRR2143542.85678	3	1450
SRR2143614.46947	1	154
SRR2143980.11676	1	186
SRR2143820.11494	1	691
SRR2143985.11200	1	154
SRR2143770.16376	1	2126
SRR2143668.81318	3	144
SRR2143991.860	2	7
SRR2144122.23116	1	196
SRR2143993.155373	1	5
SRR2143598.10829	1	77
SRR2143985.2098	1	1867
SRR2143560.12212	1	2845
SRR2143862.56912	2	92
SRR2144024.16814	2	3503
SRR2143759.26415	10	2521
SRR2143578.54548	1	127
SRR2144089.23930	2	255
SRR2143630.70404	1	2823
SRR2143968.7401	1	327
SRR2144016.45917	5	26
SRR2143925.45165	1	8
SRR2143706.4515	1	2342
SRR2143575.69263	1	661
SRR2143801.5583	1	1372
SRR2143938.57837	1	3
SRR2143959.15825	1	2208
SRR2143690.1638	1	243
SRR2144004.42982	3	1190
SRR2143542.49832	1	31
SRR2143575.12342	1	313
SRR2143782.19321	1	155
SRR2143717.64266	1	985
SRR2143957.22087	1	2857
SRR2143574.28992	1	75
SRR2143657.832	7	250
SRR2144015.31354	12	241
SRR2143602.16602	1	535
SRR2143759.1266	1	2391
SRR2143809.5241	1	2554
SRR2144016.9900	15	26
SRR2144121.2178	1	83
SRR2143736.40782	2	35
SRR2143532.27579	1	191
SRR2143736.67112	1	1784
SRR2144104.34326	1	219
SRR2143556.8392	1	908
SRR2144122.65622	1	603
SRR2144013.7478	1	2287
SRR2144014.40451	1	3028
SRR2143570.7084	2	222
SRR2143801.10991	2	237
SRR2143926.103779	1	52
SRR2143912.18092	1	230
SRR2143613.3767	3	8
SRR2143783.3744	1	66
SRR2143536.1597	6	257
SRR2143555.49620	1	1563
SRR2143827.115603	3	1
SRR2143804.47536	1	597
SRR2144092.95481	1	1894
SRR2143848.7250	1	458
SRR2143745.22328	1	153
SRR2143855.36643	2	455
SRR2143845.157949	1417	33
SRR2144030.62296	1	578
SRR2143706.4529	1	11
SRR2143706.9417	5	6
SRR2143722.14218	2	34
SRR2143784.11231	2	102
SRR2143823.583744	2	6
SRR2143534.13739	1	28
SRR2143536.28712	1	50
SRR2143569.20024	1	3380
SRR2143790.19847	1	3295
SRR2143973.887	4	3569
SRR2143957.22089	1	557
SRR2143924.24722	3	216
SRR2143601.9001	1	3029
SRR2143823.550453	2	0
SRR2143823.116360	1	21
SRR2143684.3356	1	18
SRR2144114.1699	1	258
SRR2143811.55732	1	46
SRR2143668.70420	2	810
SRR2143855.11281	1	813
SRR2143759.17176	3	263
SRR2143658.3247	1	138
SRR2143573.41343	1	7
SRR2144113.110543	3	40
SRR2143552.40224	1	3029
SRR2143958.3394	2	495
SRR2143704.60463	1	2795
SRR2143577.65358	1	334
SRR2143573.40040	4	1246
SRR2144098.51693	1	657
SRR2144095.35828	1	196
SRR2143563.28568	1	243
SRR2143734.19619	1	2381
SRR2144117.45	2	6
SRR2143853.12742	6	294
SRR2144035.40543	1	83
SRR2143959.48514	1	62
SRR2143764.23547	4	578
SRR2143821.142343	1	578
SRR2143942.5679	2	532
SRR2143775.61321	1	75
SRR2143518.14668	2	21
SRR2143815.38536	5	802
SRR2143657.48295	3	1467
SRR2143796.7119	2	128
SRR2144016.4307	1	11
SRR2143646.22677	1	309
SRR2143544.22357	1	1582
SRR2143540.57134	1	2762
SRR2143684.30006	1	527
SRR2143570.32199	1	57
SRR2143695.26149	1	820
SRR2143823.629809	2	229
SRR2144034.20427	3	1770
SRR2143712.6218	24	138
SRR2143662.13494	1	1157
SRR2143740.16438	1	258
SRR2143821.4378	1	2098
SRR2143959.1776	2	3332
SRR2143602.37528	1	142
SRR2143546.46917	1	49
SRR2143669.48723	3	745
SRR2143533.26554	1	71
SRR2143728.27049	1	54
SRR2143643.104247	84	57
SRR2144024.5120	2	309
SRR2143800.9877	2	735
SRR2143536.9233	1	144
SRR2143671.59720	1	633
SRR2143766.14823	1	396
SRR2144105.22513	1	3135
SRR2143705.52316	1	565
SRR2143823.16344	1	188
SRR2143988.6404	1	821
SRR2143614.24328	2	342
SRR2143740.28285	569	295
SRR2143859.38033	1	461
SRR2143630.74338	1	5
SRR2143933.27610	1	2168
SRR2143783.30457	1	2188
SRR2143724.38417	1	0
SRR2144072.36667	1	233
SRR2143927.19443	2	117
SRR2144039.29945	2	530
SRR2143800.8914	2	0
SRR2143999.40055	3	1056
SRR2144014.30051	1	303
SRR2143722.22192	2	595
SRR2144123.42175	1	2047
SRR2143989.55934	1	3024
SRR2143797.23888	1	0
SRR2143714.10256	1	17
SRR2143845.82013	1	946
SRR2143896.20679	3	705
SRR2143731.32621	1	28
SRR2143945.26959	1	715
SRR2143809.8266	1	1494
SRR2143679.84862	1	484
SRR2143984.600	5	1
SRR2143823.361535	1	0
SRR2143815.67908	1	17
SRR2144125.3746	1	739
SRR2144125.9744	2	33
SRR2144036.5462	1	223
SRR2143766.12509	1	154
SRR2143987.25524	1	120
SRR2143706.9564	4	1336
SRR2143800.6127	5	38
SRR2144013.874	1	20
SRR2144120.34180	2	55
SRR2144131.20373	1	2
SRR2143951.22968	1	457
SRR2143912.19198	1	798
SRR2143530.49829	2	2
SRR2143926.74632	2	411
SRR2143986.24381	1	14
SRR2143603.84930	1	52
SRR2143979.13393	1	522
SRR2143575.44970	1	234
SRR2144032.29441	1	730
SRR2143691.128420	13	0
SRR2143862.122061	1	61
SRR2143517.15524	1	29
SRR2143949.59768	3	1519
SRR2143740.35476	1	89
SRR2143630.70813	1	198
SRR2144089.17284	3	44
SRR2143574.5596	1	2239
SRR2143891.664	7	0
SRR2143575.61319	2	967
SRR2143578.19282	1	2014
SRR2143827.208113	4	2
SRR2143724.21275	1	642
SRR2144015.41448	3	17
SRR2143668.57872	2	49
SRR2143566.19948	1	666
SRR2143981.12828	1	573
SRR2143517.1435	1	2204
SRR2143536.10624	1	575
SRR2143811.15149	2	5
SRR2143699.9316	3	611
SRR2143641.6417	1	24
SRR2144115.8849	8	265
SRR2143699.5868	1	77
SRR2143549.41635	1	67
SRR2143679.154693	1	54
SRR2143932.10992	1	703
SRR2143828.1919	2	61
SRR2143640.18960	1	567
SRR2143863.24370	1	219
SRR2143752.36166	2	3
SRR2143686.110091	3	427
SRR2143863.21695	1	89
SRR2143703.760	993	15
SRR2143839.31895	2	23
SRR2143940.62331	7	668
SRR2143775.44570	3	16
SRR2143950.64295	1	0
SRR2143947.78342	1	53
SRR2143837.18503	1	3448
SRR2143563.6247	1	537
SRR2143547.35597	1	2288
SRR2143601.22149	1	7
SRR2143860.55828	10	774
SRR2143799.41699	1	796
SRR2143823.279813	1	804
SRR2143893.18240	1	65
SRR2143811.10364	43	242
SRR2143674.946	1	41
SRR2143905.81842	3	31
SRR2143576.93014	2	748
SRR2143718.15155	1	288
SRR2144012.43210	1	1260
SRR2144031.8921	1	938
SRR2143531.39684	1	359
SRR2143878.29038	5	900
SRR2143944.27939	1	194
SRR2143761.51800	17	64
SRR2143691.5457	1	380
SRR2144014.38940	1	1091
SRR2143597.7110	1	501
SRR2143581.927	1	201
SRR2143885.67810	1	1555
SRR2144115.16926	3	184
SRR2143925.20626	3	1221
SRR2143978.116652	1	2
SRR2143569.15881	1	112
SRR2143700.12170	1	829
SRR2143819.5571	1	8
SRR2143769.17584	2	126
SRR2144126.24586	1	48
SRR2143643.260676	1	99
SRR2143799.16571	123	295
SRR2143802.17595	1	134
SRR2143675.16131	3	6
SRR2143862.111504	2	35
SRR2144040.3749	1	2751
SRR2143584.96154	1	1021
SRR2144102.39685	1	4
SRR2143737.10435	1	330
SRR2143546.32152	1	1055
SRR2143741.23299	1	4
SRR2143537.14416	2	12
SRR2144025.2070	1	4
SRR2143813.15449	1	471
SRR2143795.31052	1	653
SRR2143823.450690	3	0
SRR2143818.4682	2	1
SRR2144108.37504	1	122
SRR2143666.34890	1	3403
SRR2143905.103308	2	327
SRR2143851.70542	1	123
SRR2143941.1766	1	80
SRR2143742.22189	1	525
SRR2143680.19576	19	219
SRR2143953.5243	6	576
SRR2143522.36074	1	38
SRR2143803.16565	1	731
SRR2144001.16165	2	888
SRR2143861.18990	1	219
SRR2143559.39306	1	108
SRR2143561.4096	1	3198
SRR2144036.5464	1	444
SRR2143862.109578	2	0
SRR2144034.30110	1	56
SRR2144039.29947	1	287
SRR2143789.11289	1	86
SRR2143823.352154	1	56
SRR2143545.12176	1	15
SRR2143893.18244	1	37
SRR2143539.69835	1	279
SRR2143575.36409	1	37
SRR2143608.20767	1	42
SRR2143864.24715	2	375
SRR2143813.14554	1	23
SRR2144125.12872	2	982
SRR2143662.60831	2	27
SRR2143669.219356	1	108
SRR2143692.59355	3	1
SRR2143818.11414	1	301
SRR2143705.75499	3	1132
SRR2143640.13745	1	537
SRR2143973.54636	1	2025
SRR2143930.23091	3	828
SRR2143547.25037	2	409
SRR2144113.170219	792	621
SRR2143818.7210	1	87
SRR2143884.18290	1	2813
SRR2143754.188972	1	122
SRR2143542.31215	3	494
SRR2143905.107488	1	2390
SRR2143581.20442	1	2444
SRR2144023.26963	1	430
SRR2143674.12494	1	45
SRR2143701.13559	2	3
SRR2143640.11534	1	2632
SRR2144113.37773	1	8
SRR2143519.10471	1	719
SRR2143823.149567	77	9
SRR2143643.69475	1	1419
SRR2143609.12354	1	1486
SRR2143659.5103	1	2206
SRR2143882.6168	2	46
SRR2143809.7300	1	2094
SRR2143775.115131	1	14
SRR2143845.154255	1	940
SRR2143630.37074	1	655
SRR2143592.3999	1	252
SRR2144105.125411	2	19
SRR2144074.38688	2	412
SRR2143679.48176	7	692
SRR2144015.32539	1	338
SRR2143973.28861	1	864
SRR2143862.49231	1	113
SRR2143679.205154	1	2226
SRR2143754.141161	2	1503
SRR2143823.430236	1	1004
SRR2143654.1991	2	31
SRR2143950.1616	31	1
SRR2143599.6700	1	35
SRR2143798.26957	1	1165
SRR2143680.19971	50	265
SRR2143578.30006	3	6
SRR2143940.57987	39	60
SRR2143816.5544	2	1534
SRR2143748.39722	1	603
SRR2143686.47725	3	1284
SRR2144026.35069	13	16
SRR2143880.23262	1	575
SRR2143702.7682	2	52
SRR2143542.59891	1	92
SRR2143637.9991	1	272
SRR2143583.7688	31	577
SRR2143547.4299	1	693
SRR2143714.17380	1	214
SRR2143606.53114	1	3426
SRR2143638.54609	1	65
SRR2143826.10830	1	751
SRR2143855.21368	1	46
SRR2143995.11014	1	64
SRR2144012.42609	1	8
SRR2143818.4438	1	112
SRR2143784.23325	1	1119
SRR2143566.11024	1	175
SRR2144113.2980	2	1249
SRR2144115.9758	2	15
SRR2143880.24913	1	196
SRR2143700.63620	1	2171
SRR2143519.31586	1	38
SRR2143681.36302	2	494
SRR2143599.6701	1	43
SRR2143827.116374	93	168
SRR2143630.60021	1	663
SRR2143956.16863	1	2627
SRR2143823.484452	1	649
SRR2143684.29841	1	92
SRR2143535.26596	1	121
SRR2143679.205155	1	2432
SRR2143946.17171	2	449
SRR2143764.41025	1	190
SRR2143846.32793	2	56
SRR2143783.4701	1	932
SRR2143880.8449	1	127
SRR2143710.2022	1	1498
SRR2143535.30597	4	1360
SRR2143638.11434	2	77
SRR2144102.43912	1	152
SRR2144039.19192	16	1
SRR2143779.25954	2	1412
SRR2144095.48311	1	34
SRR2143531.11007	1	102
SRR2143880.15704	2	100
SRR2143581.6052	1	33
SRR2143614.60245	1	373
SRR2143795.34547	1	0
SRR2144123.35052	1	1319
SRR2143695.37655	22	324
SRR2143613.6247	2	1
SRR2144035.20402	1	210
SRR2143589.5974	2	689
SRR2144005.32718	1	2562
SRR2143658.1523	1	103
SRR2143699.22982	1	71
SRR2143789.21393	1	886
SRR2143823.135216	3	457
SRR2143909.22775	1	69
SRR2143718.18739	1	137
SRR2143575.34104	1	12
SRR2143808.24776	2	544
SRR2143810.7561	3	2082
SRR2143573.59112	1	710
SRR2143934.17956	2	224
SRR2143537.14084	1	1700
SRR2143543.15459	1	970
SRR2143944.2724	27	3513
SRR2144092.46521	2	71
SRR2143756.16597	1	2202
SRR2143849.11888	1	79
SRR2144096.6524	7	6
SRR2143846.12421	1	72
SRR2143823.415309	1	46
SRR2143656.6866	1	2393
SRR2143884.11554	1	473
SRR2144099.1295	3	25
SRR2143633.73128	1	159
SRR2144009.19658	1	56
SRR2143794.32682	2	238
SRR2143999.44173	1	348
SRR2143584.44755	3	505
SRR2143922.49861	1	1477
SRR2143773.33865	1	358
SRR2143993.173874	125	969
SRR2143811.57372	1	10
SRR2143712.21884	1	738
SRR2143599.6702	1	10
SRR2143568.11398	25	1
SRR2143981.1012	1	1211
SRR2143554.11143	1	889
SRR2143517.30021	1	0
SRR2143598.57330	1	93
SRR2143730.26730	1	453
SRR2144043.20544	1	584
SRR2143714.6889	1	19
SRR2143684.19784	1	72
SRR2143823.402283	3	69
SRR2143576.2405	3	777
SRR2143896.7320	1	55
SRR2143929.89673	34	122
SRR2143542.33194	2	24
SRR2143682.19093	1	625
SRR2143669.147278	1	125
SRR2143669.42714	1	1465
SRR2143610.17993	1	2
SRR2143522.42527	1	760
SRR2143836.5539	4	47
SRR2143922.72592	1	602
SRR2143554.11145	1	1219
SRR2143969.13051	1	746
SRR2143823.562769	3	0
SRR2143679.135581	3	2
SRR2143722.19005	1	5
SRR2143850.24774	1	1509
SRR2143614.88398	1	2637
SRR2143926.23020	3	430
SRR2143799.44851	1	352
SRR2143968.42332	1	484
SRR2143669.22395	1	162
SRR2143810.59745	1	132
SRR2143597.3299	1	1249
SRR2143633.24225	1	1193
SRR2144015.60996	1	774
SRR2143827.126646	78	75
SRR2143547.41534	1	310
SRR2144123.26549	3	347
SRR2143580.54623	3	114
SRR2143754.178725	3	123
SRR2143660.19911	1	3
SRR2144009.15916	2	3059
SRR2143845.856	1	175
SRR2143525.25540	1	94
SRR2143756.56780	2	577
SRR2143536.29774	1	2
SRR2143681.30478	18	193
SRR2143808.5009	1	900
SRR2143589.23316	3	791
SRR2143724.6989	1	71
SRR2143963.15889	1	131
SRR2143614.135889	1	82
SRR2143823.323100	2	382
SRR2143781.28952	1	89
SRR2144015.51723	20	1482
SRR2143542.47654	2	2586
SRR2143862.85108	1	2423
SRR2143586.9365	3	2516
SRR2143698.24341	3	1
SRR2143961.996	2	63
SRR2143969.19210	1	175
SRR2143823.161279	1	932
SRR2143943.33484	1040	50
SRR2143597.60795	1	2164
SRR2144028.15126	3	431
SRR2143649.7464	3	257
SRR2143892.23474	1	125
SRR2143643.3173	1	71
SRR2143800.15073	3	118
SRR2143864.12104	2	67
SRR2144007.6097	1	52
SRR2143948.73228	35	25
SRR2143948.15582	1	477
SRR2143948.31059	1	459
SRR2144026.53872	157	1
SRR2143639.32325	2	29
SRR2143949.22521	1	2253
SRR2143658.2637	1	17
SRR2143609.14028	1	36
SRR2143756.8171	1	326
SRR2143536.31318	1	282
SRR2143575.54665	1	342
SRR2143591.49795	1	33
SRR2143703.1370	37	1278
SRR2143861.41786	5	659
SRR2143950.60457	2	423
SRR2143912.26707	2	4
SRR2143615.10082	15	548
SRR2143998.49633	4	580
SRR2143664.21414	1	114
SRR2144095.36357	1	1267
SRR2143740.49459	1	276
SRR2143950.18689	2	36
SRR2143823.436189	4	27
SRR2143535.8785	1	1060
SRR2143895.12267	7	2
SRR2143730.12104	2	199
SRR2143946.42516	3	537
SRR2143827.216719	3	1
SRR2143969.51372	3	40
SRR2143840.23715	2	448
SRR2144104.37432	2	133
SRR2143864.13647	2	361
SRR2143650.3041	1	1
SRR2143582.36829	1	532
SRR2143778.30581	1	79
SRR2143815.27219	111	11
SRR2143846.5679	41	606
SRR2143525.15337	2	138
SRR2143611.10108	1	1205
SRR2143605.39543	1	89
SRR2143578.77393	1	2070
SRR2143823.449435	3	337
SRR2143617.11380	1	1034
SRR2143954.674	27	355
SRR2144117.7339	2	27
SRR2144001.74024	2	67
SRR2143748.470	1	825
SRR2143540.39007	1	21
SRR2144113.2395	1	459
SRR2143592.24676	1	103
SRR2143721.5695	2	12
SRR2143530.40653	8	706
SRR2143603.2789	1	2
SRR2143930.92291	1	239
SRR2143845.64204	1	478
SRR2144015.38634	3	536
SRR2143679.193033	1	6
SRR2143680.21201	1	53
SRR2143952.2307	1	561
SRR2143592.29505	3	218
SRR2143681.26883	2	88
SRR2143783.20028	1	5
SRR2143705.87278	1	114
SRR2143613.16136	2	0
SRR2143534.9568	1	207
SRR2143853.11453	4	293
SRR2143656.29618	3	451
SRR2143818.11167	2	1488
SRR2144104.17578	1	588
SRR2143830.27269	1	108
SRR2143614.88400	1	3392
SRR2143842.94087	1	121
SRR2143926.4545	2	254
SRR2143733.20486	1	624
SRR2143722.41530	1	757
SRR2143953.3731	1	2790
SRR2143595.36614	2	170
SRR2143718.15573	1	32
SRR2143535.12277	1	361
SRR2143818.55891	2	117
SRR2143823.59640	3	1
SRR2143770.20844	2	939
SRR2143706.17369	1	615
SRR2143766.10220	1	1148
SRR2143599.16334	1	1248
SRR2143795.20420	1	363
SRR2143705.69876	1	668
SRR2143547.18548	15	15
SRR2143937.27423	10	1421
SRR2144020.60084	1	1728
SRR2143575.62796	10	1239
SRR2143969.42543	1	23
SRR2143797.22373	1	1131
SRR2144095.43489	1	457
SRR2143716.57445	1	49
SRR2143764.28961	1	2433
SRR2143993.22054	4	302
SRR2143938.14172	1	630
SRR2144113.187530	1	226
SRR2143986.68659	56	454
SRR2143824.21454	1	1079
SRR2143837.20185	1	691
SRR2143669.116139	1	921
SRR2143947.75686	1	2852
SRR2143666.14195	1	908
SRR2144116.17038	2	5
SRR2144121.21185	1	957
SRR2143788.48663	3	2556
SRR2143704.9938	1	321
SRR2143650.43405	1	78
SRR2143744.29709	3	21
SRR2143823.635015	14	897
SRR2144004.461	3	318
SRR2143818.4237	1	67
SRR2143882.12333	1	474
SRR2143800.54973	7	47
SRR2143976.25616	2	162
SRR2143840.4499	1	217
SRR2143691.49398	9	650
SRR2143948.31061	1	186
SRR2143676.34878	1	693
SRR2144097.19187	1	333
SRR2143767.54307	1	27
SRR2143679.104477	1	95
SRR2143829.13222	1	502
SRR2143596.1619	1	67
SRR2143760.1080	1	375
SRR2143706.32984	2	26
SRR2143813.4724	3	78
SRR2143740.26670	624	1104
SRR2143584.839	1	12
SRR2143946.9312	1	0
SRR2144016.9070	1	703
SRR2143569.17450	1	210
SRR2143584.63518	3	1070
SRR2143607.43476	1	660
SRR2143666.4544	1	580
SRR2144011.33756	1	1647
SRR2143952.6844	1	2785
SRR2143765.30772	1	1558
SRR2143518.33386	1	58
SRR2143889.181503	3	3008
SRR2143566.21582	1	440
SRR2143740.7407	1	2229
SRR2143823.216861	2	49
SRR2143597.34888	1	116
SRR2143618.25555	1	350
SRR2144109.39894	1	5
SRR2143766.58225	1	335
SRR2143831.34095	29	234
SRR2143572.19732	1	527
SRR2143597.18177	1	1891
SRR2143628.719	1	152
SRR2143998.15968	2	69
SRR2143863.29857	2	26
SRR2143714.18073	1	1033
SRR2143885.57961	1	2159
SRR2143975.6332	1	834
SRR2144109.5851	13	10
SRR2143639.29389	2	522
SRR2144113.166056	3	7
SRR2143922.41945	2	307
SRR2143882.19421	1	1786
SRR2143614.125010	1	116
SRR2143823.382322	18	159
SRR2143668.6761	10	215
SRR2144095.14381	1	393
SRR2144096.67043	1	310
SRR2143811.52537	1	544
SRR2143889.82374	2	21
SRR2143810.56523	1	17
SRR2143597.39207	1	152
SRR2144074.31476	1	2389
SRR2143583.11128	3	174
SRR2143922.75180	1	286
SRR2143777.43597	4	135
SRR2143922.6780	2	93
SRR2143723.52813	2	160
SRR2144119.4141	1	33
SRR2144074.50720	1	2321
SRR2143823.46768	1	358
SRR2144021.22313	3	472
SRR2143698.11856	2	480
SRR2143854.27208	1	10
SRR2143731.3176	12	500
SRR2143859.538	1	160
SRR2143597.43993	2	88
SRR2143686.76218	1	94
SRR2143748.2654	1	2458
SRR2143851.47758	1	249
SRR2143940.88542	1	10
SRR2143882.5350	1	741
SRR2143535.5966	1	61
SRR2143940.83501	1	40
SRR2143912.1875	1	2132
SRR2143767.54308	1	3381
SRR2143518.25740	1	2
SRR2143965.13170	1	188
SRR2143823.203452	1	818
SRR2143532.6428	1	15
SRR2143570.515	1	353
SRR2143862.112559	1	1403
SRR2143614.39191	1	60
SRR2143991.76771	1	66
SRR2143959.7776	2	14
SRR2143791.4847	1	3404
SRR2143636.15099	2	483
SRR2143980.125507	1	3385
SRR2143522.16233	1	445
SRR2143756.44477	2	189
SRR2143575.21966	1	961
SRR2144073.1275	705	61
SRR2144031.10999	1	1534
SRR2143737.44256	1	39
SRR2143741.10137	1	228
SRR2143548.21738	1	1108
SRR2143650.7528	5	142
SRR2143612.2599	3	17
SRR2144098.113644	1	3370
SRR2143889.97641	3	1780
SRR2143568.22040	2	31
SRR2143801.2956	1	274
SRR2143734.20590	1	2738
SRR2143736.62997	3	12
SRR2143664.95	3	27
SRR2143737.42799	1	1377
SRR2143863.234	1	2844
SRR2143621.38010	1	867
SRR2143845.20500	1	479
SRR2143714.18074	1	6
SRR2143669.1622	1	879
SRR2143609.26238	5	220
SRR2143602.3429	2	458
SRR2143759.25943	1	2656
SRR2143681.52114	1	530
SRR2143880.7750	1	3
SRR2143744.11150	1	478
SRR2143686.145229	2	127
SRR2143599.11898	2	1693
SRR2143596.13169	1	2077
SRR2144072.39882	1	141
SRR2143616.21374	1	2261
SRR2143584.32669	4	767
SRR2143576.17752	5	1
SRR2143969.37706	1	632
SRR2144002.6115	1	7
SRR2143605.15926	1	2248
SRR2143736.70342	1	81
SRR2143630.60442	2	846
SRR2143931.54368	4	44
SRR2143823.445867	1	214
SRR2143765.29609	1	18
SRR2143686.50530	1	1
SRR2143889.164417	3	952
SRR2143626.58242	1	3448
SRR2143725.68675	1	41
SRR2143791.1648	1	3300
SRR2143702.14368	1	495
SRR2143977.48998	8	440
SRR2143924.27174	1	4
SRR2143617.494	1	205
SRR2144105.127866	1	50
SRR2143655.2318	1	1382
SRR2144001.68884	1	3443
SRR2143929.76742	1	535
SRR2144131.40727	19	89
SRR2143884.6113	1	231
SRR2143973.107430	1	552
SRR2143577.13130	1	123
SRR2143607.10402	1	2800
SRR2143570.15206	1	30
SRR2144104.25135	1	113
SRR2143724.23148	5	299
SRR2143957.9835	1	488
SRR2143818.46616	1	115
SRR2143657.26435	2	39
SRR2143602.47130	1	145
SRR2143644.46714	1	111
SRR2143669.187518	1	21
SRR2143766.7329	1	674
SRR2143922.6781	1	107
SRR2144005.12442	2	233
SRR2143630.68467	1	121
SRR2143620.24183	2	243
SRR2143666.13813	1	112
SRR2143753.24522	1	102
SRR2144104.23209	3	11
SRR2143766.33746	1	793
SRR2143566.21611	3	28
SRR2143756.39879	1	0
SRR2143799.15811	2	57
SRR2143880.19456	1	176
