label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	sec	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	tool	mem_mb	mem_gb	strategy	numotus	fraction_mapped	ref_weight	ref_frac	sample_frac	criteria	num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars	check_split_passed	sobs	num_otus
0.03	0.03	7654410	11562900000	1828740	3730370	0.672337	0.999842	0.807159	0.999677	0.807159	0.99952	0.736437	0.733605	113.7431	00:01:53	1138.34	2232.53	1134.46	1135.52	504.96	1.14	0	soil	NA	NA	53	closed	TRUE	mothur	1138.34	1.11166015625	self-split	6863	0.587	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7713470	13982000000	1840980	3671310	0.6775	0.9999	0.8073	0.9997	0.8073	0.9996	0.7394	0.7367	125.6048	00:02:05	1138.07	2232.54	1134.26	1135.46	504.98	0.04	0	soil	NA	NA	54	open	TRUE	mothur	1138.07	1.111396484375	self-split	43743	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7648000	11564700000	1833670	3736780	0.671774	0.999841	0.806609	0.999677	0.806609	0.999519	0.735876	0.733043	116.1645	00:01:56	1138.06	2232.54	1134.21	1135.35	504.98	0.04	0	soil	NA	NA	54	closed	TRUE	mothur	1138.06	1.11138671875	self-split	6952	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7680800	13982000000	1797020	3703980	0.6747	0.9999	0.8104	0.9997	0.8104	0.9996	0.7392	0.7363	121.0928	00:02:01	1138.06	2232.53	1129.74	1131.62	474.62	0.04	0	soil	NA	NA	55	open	TRUE	mothur	1138.06	1.11138671875	self-split	43745	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7616260	11561900000	1789550	3768520	0.668986	0.999845	0.80974	0.999674	0.80974	0.99952	0.735773	0.732664	135.1352	00:02:15	1138.05	2232.53	1134.18	1135.14	504.97	0.05	0	soil	NA	NA	55	closed	TRUE	mothur	1138.05	1.111376953125	self-split	6895	0.588	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7722240	13982000000	1856760	3662540	0.6783	0.9999	0.8062	0.9997	0.8062	0.9996	0.7393	0.7367	124.651	00:02:04	1134.69	2232.54	1129.74	1130.79	479.24	0.03	0	soil	NA	NA	56	open	TRUE	mothur	1134.69	1.108095703125	self-split	43637	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7655240	11573500000	1848940	3729530	0.672411	0.99984	0.80546	0.999678	0.80546	0.999519	0.7357	0.732946	115.3216	00:01:55	1138.06	2232.54	1134.2	1135.33	504.97	0.05	0	soil	NA	NA	56	closed	TRUE	mothur	1138.06	1.11138671875	self-split	6893	0.587	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7725900	13982000000	1857930	3658880	0.6786	0.9999	0.8061	0.9997	0.8061	0.9996	0.7394	0.7369	120.2688	00:02:00	1138.07	2232.55	1134.2	1135.19	504.98	0.04	0	soil	NA	NA	57	open	TRUE	mothur	1138.07	1.111396484375	self-split	43716	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7660240	11572200000	1850370	3724540	0.672849	0.99984	0.805441	0.999678	0.805441	0.999519	0.735932	0.733199	113.5845	00:01:53	1138.08	2232.55	1134.2	1135.3	504.98	0.04	0	soil	NA	NA	57	closed	TRUE	mothur	1138.08	1.11140625	self-split	6952	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7667320	13982100000	1771050	3717460	0.6735	0.9999	0.8124	0.9997	0.8124	0.9996	0.7395	0.7364	116.9496	00:01:56	1138.07	2232.54	1134.19	1135.23	496.1	0.04	0	soil	NA	NA	58	open	TRUE	mothur	1138.07	1.111396484375	self-split	43733	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7605080	11571200000	1763890	3779700	0.668004	0.999848	0.811731	0.999673	0.811731	0.999521	0.736137	0.732887	113.9655	00:01:53	1138.07	2232.54	1130.05	1132.58	485.72	0.04	0	soil	NA	NA	58	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6927	0.592	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7782810	13981900000	1931010	3601960	0.6836	0.9999	0.8012	0.9997	0.8012	0.9996	0.7399	0.7378	105.994	00:01:45	1138.06	2232.54	1134.18	1135.31	504.98	3.11	0	soil	NA	NA	59	open	TRUE	mothur	1138.06	1.11138671875	self-split	43692	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7716680	11569800000	1923490	3668100	0.677807	0.999834	0.800472	0.999683	0.800472	0.999517	0.736354	0.73405	109.3634	00:01:49	1138.32	2232.54	1134.45	1135.44	504.98	2.79	0	soil	NA	NA	59	closed	TRUE	mothur	1138.32	1.111640625	self-split	6950	0.588	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7740180	13982000000	1873660	3644600	0.6799	0.9999	0.8051	0.9997	0.8051	0.9996	0.7397	0.7372	108.4364	00:01:48	1138.06	2232.54	1129.79	1132.58	503.45	3.14	0	soil	NA	NA	60	open	TRUE	mothur	1138.06	1.11138671875	self-split	43695	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7674270	11572400000	1866260	3710510	0.674081	0.999839	0.804386	0.999679	0.804386	0.999519	0.736122	0.733491	105.5288	00:01:45	1135.29	2232.54	1129.79	1131.07	480.99	0.03	0	soil	NA	NA	60	closed	TRUE	mothur	1135.29	1.108681640625	self-split	6873	0.587	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7713270	13982000000	1830080	3671510	0.6775	0.9999	0.8082	0.9997	0.8082	0.9996	0.7398	0.7371	140.6106	00:02:20	1140.89	2234.18	1137.03	1138	504.98	3.11	0	soil	NA	NA	61	open	TRUE	mothur	1140.89	1.114150390625	self-split	43821	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7646850	11566200000	1822400	3737930	0.671673	0.999842	0.807545	0.999677	0.807545	0.99952	0.736249	0.733369	107.0437	00:01:47	1138.07	2232.54	1134.19	1135.22	503.34	2.8	0	soil	NA	NA	61	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6982	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7631540	13982100000	1732190	3753240	0.6703	0.9999	0.815	0.9997	0.815	0.9996	0.7389	0.7356	110.4397	00:01:50	1138.05	2232.53	1134.19	1135.34	503.48	3.14	0	soil	NA	NA	62	open	TRUE	mothur	1138.05	1.111376953125	self-split	43803	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7567250	11556500000	1724810	3817530	0.664681	0.999851	0.814378	0.99967	0.814378	0.999521	0.7355	0.731954	107.8636	00:01:47	1138.05	2232.53	1134.17	1135.21	496.71	2.8	0	soil	NA	NA	62	closed	TRUE	mothur	1138.05	1.111376953125	self-split	6954	0.591	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7698370	13982000000	1802960	3686410	0.6762	0.9999	0.8102	0.9997	0.8102	0.9996	0.74	0.7372	106.8612	00:01:46	1136.45	2232.56	1129.71	1131.24	477.7	3.12	0	soil	NA	NA	63	open	TRUE	mothur	1136.45	1.109814453125	self-split	43658	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7634030	11575600000	1795760	3750750	0.670547	0.999845	0.809565	0.999676	0.809565	0.999521	0.736552	0.733528	138.4317	00:02:18	1138.08	2232.55	1134.2	1135.19	504.98	2.79	0	soil	NA	NA	63	closed	TRUE	mothur	1138.08	1.11140625	self-split	6905	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7703700	13982000000	1808930	3681080	0.6767	0.9999	0.8098	0.9997	0.8098	0.9996	0.7401	0.7373	125.5523	00:02:05	1138.07	2232.54	1134.18	1135.22	504.98	0.03	0	soil	NA	NA	64	open	TRUE	mothur	1138.07	1.111396484375	self-split	43714	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7640000	11572000000	1801990	3744780	0.671072	0.999844	0.809151	0.999676	0.809151	0.999521	0.736652	0.733671	102.5801	00:01:42	1138.06	2232.54	1134.18	1135.21	504.98	0.03	0	soil	NA	NA	64	closed	TRUE	mothur	1138.06	1.11138671875	self-split	6916	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7684640	13982100000	1791860	3700140	0.675	0.9999	0.8109	0.9997	0.8109	0.9996	0.7396	0.7367	107.3375	00:01:47	1138.07	2232.54	1129.69	1132.46	56.8	3.11	0	soil	NA	NA	65	open	TRUE	mothur	1138.07	1.111396484375	self-split	43744	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7616700	11572500000	1783920	3768080	0.669025	0.999846	0.810234	0.999675	0.810234	0.999521	0.736019	0.732889	103.4315	00:01:43	1132.5	2232.54	1130.45	1130.63	493.68	0.04	0	soil	NA	NA	65	closed	TRUE	mothur	1132.5	1.10595703125	self-split	6898	0.587	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7644840	13982100000	1746780	3739940	0.6715	0.9999	0.814	0.9997	0.814	0.9996	0.7391	0.7359	111.8583	00:01:51	1148.12	2243.03	1144.23	1145.23	504.98	0.04	0	soil	NA	NA	66	open	TRUE	mothur	1148.12	1.1212109375	self-split	43689	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7580720	11568800000	1739700	3804060	0.665865	0.99985	0.813345	0.999671	0.813345	0.999521	0.735688	0.732253	109.1471	00:01:49	1138.29	2232.54	1134.42	1135.41	504.98	2.79	0	soil	NA	NA	66	closed	TRUE	mothur	1138.29	1.111611328125	self-split	6920	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7780360	13981900000	1928740	3604420	0.6834	0.9999	0.8013	0.9997	0.8013	0.9996	0.7398	0.7377	111.7702	00:01:51	1147.78	2242.83	1144.11	1145.3	504.98	0.06	0	soil	NA	NA	67	open	TRUE	mothur	1147.78	1.12087890625	self-split	43679	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7715730	11576300000	1921600	3669050	0.677723	0.999834	0.800609	0.999683	0.800609	0.999518	0.736372	0.734059	104.1761	00:01:44	1133.05	2232.55	1130.04	1130.57	182.23	0.02	0	soil	NA	NA	67	closed	TRUE	mothur	1133.05	1.106494140625	self-split	6879	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7720820	13982000000	1844700	3663960	0.6782	0.9999	0.8072	0.9997	0.8072	0.9996	0.7397	0.7371	106.8632	00:01:46	1137.64	2232.54	1134.28	1135.26	511.15	3.11	0	soil	NA	NA	68	open	TRUE	mothur	1137.64	1.1109765625	self-split	43751	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7657930	11567400000	1837670	3726850	0.672647	0.999841	0.806471	0.999678	0.806471	0.999519	0.736292	0.733505	119.1841	00:01:59	1138.06	2232.54	1134.18	1135.27	496.82	0.02	0	soil	NA	NA	68	closed	TRUE	mothur	1138.06	1.11138671875	self-split	6932	0.592	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7669470	13982100000	1771620	3715310	0.6737	0.9999	0.8123	0.9997	0.8123	0.9996	0.7396	0.7365	141.0261	00:02:21	1138.05	2232.53	1134.17	1135.12	504.98	3.11	0	soil	NA	NA	69	open	TRUE	mothur	1138.05	1.111376953125	self-split	43779	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7604500	11561600000	1764270	3780280	0.667954	0.999847	0.811686	0.999673	0.811686	0.999521	0.736089	0.732839	121.0287	00:02:01	1138.05	2232.53	1134.24	1135.44	504.98	0.04	0	soil	NA	NA	69	closed	TRUE	mothur	1138.05	1.111376953125	self-split	6899	0.588	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7654620	13982100000	1761850	3730160	0.6724	0.9999	0.8129	0.9997	0.8129	0.9996	0.7391	0.736	141.1128	00:02:21	1138.05	2232.54	1134.17	1135.11	504.98	3.11	0	soil	NA	NA	70	open	TRUE	mothur	1138.05	1.111376953125	self-split	43690	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7586610	11575100000	1753700	3798170	0.666382	0.999849	0.812244	0.999672	0.812244	0.999521	0.735475	0.732118	107.1773	00:01:47	1138.07	2232.54	1134.21	1135.35	504.98	2.79	0	soil	NA	NA	70	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6906	0.586	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7699670	13982000000	1812830	3685110	0.6763	0.9999	0.8094	0.9997	0.8094	0.9996	0.7397	0.7369	110.951	00:01:50	1135.95	2234.04	1132.79	1133.13	492.12	3.1	0	soil	NA	NA	71	open	TRUE	mothur	1135.95	1.109326171875	self-split	43680	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7634720	11575400000	1805500	3750060	0.670607	0.999844	0.808744	0.999676	0.808744	0.999521	0.736211	0.733226	123.2576	00:02:03	1137.88	2232.55	1129.7	1131.7	474.79	0.03	0	soil	NA	NA	71	closed	TRUE	mothur	1137.88	1.1112109375	self-split	6876	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7720030	13982000000	1841660	3664750	0.6781	0.9999	0.8074	0.9997	0.8074	0.9996	0.7397	0.7371	110.9793	00:01:50	1136.23	2232.55	1134.18	1134.32	506.24	3.11	0	soil	NA	NA	72	open	TRUE	mothur	1136.23	1.109599609375	self-split	43782	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7654210	11571400000	1834150	3730570	0.67232	0.999842	0.806695	0.999678	0.806695	0.99952	0.736215	0.733403	114.9357	00:01:54	1138.07	2232.55	1134.19	1135.14	504.98	0.05	0	soil	NA	NA	72	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6943	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7638030	13982100000	1738390	3746750	0.6709	0.9999	0.8146	0.9997	0.8146	0.9996	0.7391	0.7358	141.8844	00:02:21	1138.06	2232.54	1134.18	1135.13	504.98	3.11	0	soil	NA	NA	73	open	TRUE	mothur	1138.06	1.11138671875	self-split	43764	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7570580	11568200000	1730440	3814200	0.664973	0.99985	0.813952	0.99967	0.813952	0.999521	0.73547	0.731959	107.169	00:01:47	1132.1	2232.54	1130.05	1130.15	486.19	2.79	0	soil	NA	NA	73	closed	TRUE	mothur	1132.1	1.10556640625	self-split	6927	0.586	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7711470	13982000000	1844120	3673310	0.6773	0.9999	0.807	0.9997	0.807	0.9996	0.7392	0.7365	111.1464	00:01:51	1141.22	2234.51	1137.39	1138.53	504.98	0.44	0	soil	NA	NA	74	open	TRUE	mothur	1141.22	1.11447265625	self-split	43678	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7643290	11573700000	1836370	3741490	0.67136	0.999841	0.806283	0.999677	0.806283	0.999519	0.735501	0.732662	107.5017	00:01:47	1136.1	2232.54	1129.79	1131.66	494.73	2.79	0	soil	NA	NA	74	closed	TRUE	mothur	1136.1	1.10947265625	self-split	6884	0.586	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7674860	13982100000	1776870	3709920	0.6741	0.9999	0.812	0.9997	0.812	0.9996	0.7397	0.7367	109.6764	00:01:49	1140.39	2233.68	1136.6	1137.79	504.98	3.11	0	soil	NA	NA	75	open	TRUE	mothur	1140.39	1.113662109375	self-split	43662	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7611400	11576800000	1769600	3773380	0.668559	0.999847	0.811363	0.999674	0.811363	0.999522	0.736276	0.733071	123.2698	00:02:03	1138.07	2232.55	1134.19	1135.25	504.98	0.03	0	soil	NA	NA	75	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6827	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7716440	13982000000	1842340	3668340	0.6778	0.9999	0.8073	0.9997	0.8073	0.9996	0.7395	0.7369	112.0398	00:01:52	1148.08	2243.05	1144.25	1145.31	503.38	0.04	0	soil	NA	NA	76	open	TRUE	mothur	1148.08	1.121171875	self-split	43699	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7647910	11569600000	1834400	3736870	0.671766	0.999841	0.806545	0.999677	0.806545	0.999519	0.735843	0.733012	109.3662	00:01:49	1138.33	2232.54	1134.48	1135.44	504.97	2.81	0	soil	NA	NA	76	closed	TRUE	mothur	1138.33	1.111650390625	self-split	6934	0.587	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7678230	13982100000	1784350	3706550	0.6744	0.9999	0.8114	0.9997	0.8114	0.9996	0.7396	0.7366	116.3183	00:01:56	1138.08	2232.55	1134.2	1135.21	504.98	0.05	0	soil	NA	NA	77	open	TRUE	mothur	1138.08	1.11140625	self-split	43759	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7616070	11563200000	1777250	3768710	0.66897	0.999846	0.810796	0.999674	0.810796	0.999521	0.736244	0.733086	106.8738	00:01:46	1137.99	2232.55	1129.78	1132.38	487.72	2.79	0	soil	NA	NA	77	closed	TRUE	mothur	1137.99	1.111318359375	self-split	7013	0.593	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7689720	13982000000	1797480	3695060	0.6754	0.9999	0.8105	0.9997	0.8105	0.9996	0.7397	0.7368	110.7013	00:01:50	1137.77	2233.44	1131.89	1133.4	488.34	3.11	0	soil	NA	NA	78	open	TRUE	mothur	1137.77	1.111103515625	self-split	43722	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7625360	11566600000	1790120	3759420	0.669785	0.999845	0.809875	0.999675	0.809875	0.999521	0.736274	0.733198	113.5395	00:01:53	1138.07	2232.54	1134.18	1135.22	496.71	0.03	0	soil	NA	NA	78	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6914	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	8077100	13981300000	2528880	3307680	0.7095	0.9998	0.7616	0.9998	0.7616	0.9996	0.7348	0.7346	132.226	00:02:12	1136.28	2232.56	1129.81	1132.04	504.98	0.02	0	soil	NA	NA	79	open	TRUE	mothur	1136.28	1.1096484375	self-split	43336	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	8013800	11579100000	2521830	3370980	0.703905	0.999782	0.760638	0.999709	0.760638	0.999492	0.731468	0.731172	112.5331	00:01:52	1138.08	2232.56	1134.2	1135.24	504.98	0.04	0	soil	NA	NA	79	closed	TRUE	mothur	1138.08	1.11140625	self-split	6834	0.595	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7644920	13982100000	1751190	3739860	0.6715	0.9999	0.8136	0.9997	0.8136	0.9996	0.739	0.7358	107.0573	00:01:47	1138.07	2232.55	1129.89	1132.63	481.98	3.11	0	soil	NA	NA	80	open	TRUE	mothur	1138.07	1.111396484375	self-split	43723	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7579820	11575300000	1743810	3804960	0.665786	0.999849	0.812969	0.999671	0.812969	0.999521	0.735474	0.732053	103.8224	00:01:43	1138.07	2232.55	1134.19	1135.25	504.98	0.03	0	soil	NA	NA	80	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6931	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7639240	13982100000	1721190	3745540	0.671	0.9999	0.8161	0.9997	0.8161	0.9996	0.7398	0.7365	107.4025	00:01:47	1135.02	2232.54	1129.96	1131.4	477.61	3.11	0	soil	NA	NA	81	open	TRUE	mothur	1135.02	1.10841796875	self-split	43843	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7574290	11566700000	1713740	3810490	0.6653	0.999852	0.815489	0.999671	0.815489	0.999523	0.736346	0.732778	119.4738	00:01:59	1134.55	2232.53	1129.79	1131.09	220.65	0.03	0	soil	NA	NA	81	closed	TRUE	mothur	1134.55	1.107958984375	self-split	6952	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7678610	13982100000	1783560	3706170	0.6745	0.9999	0.8115	0.9997	0.8115	0.9996	0.7396	0.7367	110.4694	00:01:50	1138.06	2232.54	1129.79	1132.54	494.56	3.11	0	soil	NA	NA	82	open	TRUE	mothur	1138.06	1.11138671875	self-split	43737	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7614370	11576300000	1776190	3770410	0.66882	0.999847	0.810854	0.999674	0.810854	0.999521	0.736188	0.73302	143.3087	00:02:23	1135.92	2232.54	1129.92	1131.54	498.78	2.79	0	soil	NA	NA	82	closed	TRUE	mothur	1135.92	1.109296875	self-split	6941	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7674950	13982100000	1773440	3709830	0.6741	0.9999	0.8123	0.9997	0.8123	0.9996	0.7398	0.7368	106.4703	00:01:46	1138.06	2232.54	1134.18	1135.18	504.98	3.11	0	soil	NA	NA	83	open	TRUE	mothur	1138.06	1.11138671875	self-split	43746	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7609970	11570300000	1765830	3774810	0.668434	0.999847	0.811661	0.999674	0.811661	0.999522	0.736342	0.733117	112.4231	00:01:52	1138.06	2232.54	1134.18	1135.19	504.98	0.03	0	soil	NA	NA	83	closed	TRUE	mothur	1138.06	1.11138671875	self-split	6947	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7696770	13982000000	1815320	3688010	0.6761	0.9999	0.8092	0.9997	0.8092	0.9996	0.7394	0.7366	106.2359	00:01:46	1138.07	2232.55	1134.19	1135.32	504.98	3.11	0	soil	NA	NA	84	open	TRUE	mothur	1138.07	1.111396484375	self-split	43704	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7628290	11576500000	1807470	3756490	0.670043	0.999844	0.808445	0.999676	0.808445	0.99952	0.735764	0.732766	105.2226	00:01:45	1138.07	2232.55	1134.19	1135.29	504.98	0.03	0	soil	NA	NA	84	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6906	0.586	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7586370	13982100000	1769060	3798410	0.6664	0.9999	0.8109	0.9997	0.8109	0.9996	0.7349	0.7316	107.3419	00:01:47	1132.51	2232.55	1130.5	1130.63	495.46	3.13	0	soil	NA	NA	85	open	TRUE	mothur	1132.51	1.105966796875	self-split	43745	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7521900	11570700000	1761840	3862880	0.660698	0.999848	0.810223	0.999666	0.810223	0.999514	0.731416	0.727861	108.6494	00:01:48	1133.56	2232.55	1130.36	1131.11	488.13	2.8	0	soil	NA	NA	85	closed	TRUE	mothur	1133.56	1.1069921875	self-split	7055	0.59	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7727100	13982000000	1846940	3657680	0.6787	0.9999	0.8071	0.9997	0.8071	0.9996	0.7399	0.73740000000000006	120.0865	00:02:00	1138.06	2232.55	1134.25	1135.45	499.75	0.03	0	soil	NA	NA	86	open	TRUE	mothur	1138.06	1.11138671875	self-split	43706	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7663430	11577900000	1839790	3721340	0.67313	0.999841	0.806404	0.999679	0.806404	0.99952	0.736526	0.733764	117.2465	00:01:57	1138.07	2232.55	1134.19	1135.34	496.36	0.03	0	soil	NA	NA	86	closed	TRUE	mothur	1138.07	1.111396484375	self-split	6932	0.591	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7885070	13981700000	2120840	3499710	0.6926	0.9998	0.788	0.9997	0.788	0.9996	0.7386	0.7372	110.0946	00:01:50	1138.7	2234.29	1132.75	1134.41	496.29	3.1	0	soil	NA	NA	87	open	TRUE	mothur	1138.7	1.11201171875	self-split	43558	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7817440	11574200000	2112810	3567340	0.686658	0.999817	0.787235	0.999692	0.787235	0.99951	0.734987	0.733515	104.2905	00:01:44	1137.91	2232.55	1129.8	1132.27	494.38	0.03	0	soil	NA	NA	87	closed	TRUE	mothur	1137.91	1.111240234375	self-split	6926	0.589	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7829160	13981800000	2039260	3555620	0.6877	0.9999	0.7934	0.9997	0.7934	0.9996	0.7384	0.7368	113.3597	00:01:53	1142.29	2243	1139.77	1140.34	484.04	0.04	0	soil	NA	NA	88	open	TRUE	mothur	1142.29	1.115517578125	self-split	43520	1	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
0.03	0.03	7765160	11576800000	2032060	3619620	0.682065	0.999825	0.792588	0.999687	0.792588	0.999512	0.735013	0.733185	103.213	00:01:43	1134.18	2232.54	1129.79	1130.8	68.89	0.04	0	soil	NA	NA	88	closed	TRUE	mothur	1134.18	1.10759765625	self-split	6875	0.592	simple	0.1	0.9	NA	16730	150574	167304	65409260	107743776	TRUE	NA	NA
